   , Year  , Datetime           , Stage                   , Stadium                                           , City                             , Home Team Name               , Home Team Goals, Away Team Goals, Away Team Name               , Attendance, Half-time Home Goals, Half-time Away Goals, Referee                             , Assistant 1                         , Assistant 2                         , RoundID, MatchID, Home Team Initials, Away Team Initials
468, 1994.0, 1994-06-18 19:30:00, Group A                 , Rose Bowl                                         , Los Angeles                      , Colombia                     ,               1,               3, Romania                      ,      91856,                  1.0,                  2.0, AL SHARIF Jamal (SYR)               , AL GHATTAN Yousif Abdulla (BAH)     , JAMES Douglas Micael (TRI)          ,     469,   10469, COL               , ROU
469, 1994.0, 1994-06-19 12:30:00, Group F                 , Citrus Bowl                                       , Orlando                          , Belgium                      ,               1,               0, Morocco                      ,      61219,                  1.0,                  0.0, TORRES CADENA Jose Joaquin (COL)    , CALIX GARCIA Raimundo (HON)         , YLI-KARRO Tapio (FIN)               ,     470,   10470, BEL               , MAR
470, 1994.0, 1994-06-19 16:00:00, Group E                 , RFK Stadium                                       , Washington Dc                    , Norway                       ,               1,               0, Mexico                       ,      52395,                  0.0,                  0.0, PUHL Sandor (HUN)                   , MARTON Sandor (HUN)                 , IVANOV Valentin (RUS)               ,     471,   10471, NOR               , MEX
471, 1994.0, 1994-06-19 19:30:00, Group B                 , Rose Bowl                                         , Los Angeles                      , Cameroon                     ,               2,               2, Sweden                       ,      93194,                  1.0,                  1.0, TEJADA NORIEGA Alberto (PER)        , JAMES Douglas Micael (TRI)          , AL GHATTAN Yousif Abdulla (BAH)     ,     472,   10472, CMR               , SWE
472, 1994.0, 1994-06-20 19:30:00, Group F                 , RFK Stadium                                       , Washington Dc                    , Netherlands                  ,               2,               1, Saudi Arabia                 ,      50535,                  0.0,                  1.0, DIAZ VEGA Manuel (ESP)              , IVANOV Valentin (RUS)               , MARTON Sandor (HUN)                 ,     473,   10473, NED               , KSA
473, 1994.0, 1994-06-20 16:00:00, Group B                 , Stanford Stadium                                  , San Francisco                    , Brazil                       ,               2,               0, Russia                       ,      81061,                  1.0,                  0.0, LIM KEE CHONG An Yan (MRI)          , RHARIB El Jilali Mohamed (MAR)      , RAMICONE Domenico (ITA)             ,     474,   10474, BRA               , RUS
474, 1994.0, 1994-06-21 12:30:00, Group D                 , Foxboro Stadium                                   , Boston                           , Argentina                    ,               4,               0, Greece                       ,      54456,                  2.0,                  0.0, ANGELES Arturo (USA)                , PARK Hae-Yong (KOR)                 , DOLSTRA Jan (NED)                   ,     475,   10475, ARG               , GRE
475, 1994.0, 1994-06-21 19:30:00, Group D                 , Cotton Bowl                                       , Dallas                           , Nigeria                      ,               3,               0, Bulgaria                     ,      44132,                  2.0,                  0.0, BADILLA Rodrigo (CRC)               , DUNSTER Gordon (AUS)                , BRAZZALE Eugene (AUS)               ,     476,   10476, NGA               , BUL
476, 1994.0, 1994-06-21 16:00:00, Group C                 , Soldier Field                                     , Chicago                          , Germany                      ,               1,               1, Spain                        ,      63113,                  0.0,                  1.0, FILIPPI Ernesto (URU)               , ZARATE Venancio (PAR)               , TAIBI Ernesto (ARG)                 ,     477,   10477, GER               , ESP
477, 1994.0, 1994-06-22 16:00:00, Group A                 , Pontiac Silverdome                                , Detroit                          , Romania                      ,               1,               4, Switzerland                  ,      61428,                  1.0,                  1.0, JOUINI Neji (TUN)                   , HASSAN Abdel-Magid (EGY)            , FANAEI Mohammad (IRN)               ,     478,   10478, ROU               , SUI
478, 1994.0, 1994-06-22 19:30:00, Group A                 , Rose Bowl                                         , Los Angeles                      , USA                          ,               2,               1, Colombia                     ,      93869,                  1.0,                  0.0, BALDAS Fabio (ITA)                  , RAMICONE Domenico (ITA)             , RHARIB El Jilali Mohamed (MAR)      ,     479,   10479, USA               , COL
479, 1994.0, 1994-06-23 16:00:00, Group E                 , Giants Stadium                                    , New York/New Jersey              , Italy                        ,               1,               0, Norway                       ,      74624,                  0.0,                  0.0, KRUG Hellmut (GER)                  , YLI-KARRO Tapio (FIN)               , PEARSON Roy (ENG)                   ,     480,   10480, ITA               , NOR
